Start_Lat,End_Lng,elapsed_time,day_of_week,hour_of_day,time_period,Temperature(C),Humidity(%),Pressure(atm),Visibility(km),Wind_Direction,Wind_Speed(kmph),Weather_Condition,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight,Severity
38.53123,-90.30991,360.0,3,7,morning,26.722222222222214,74.0,0.9995922,16.0934,SSW,9.334172,clear,0.0,0.0,0.0,0.0,2
38.63001,-90.35876,360.0,3,8,morning,28.277777777777786,67.0,0.9989238,16.0934,SW,22.208892,cloudy,0.0,0.0,0.0,0.0,2
38.56991,-90.39531,360.0,3,12,afternoon,25.0,84.0,1.000929,14.48406,SW,11.104446,rain,0.0,0.0,0.0,0.0,3
38.65318,-90.35251,360.0,3,13,afternoon,24.388888888888893,87.0,1.0005948,14.48406,SSW,11.104446,rain,0.0,0.0,0.0,0.0,2
38.62754,-90.18602,360.0,3,13,afternoon,23.88888888888889,84.0,1.0015974,9.65604,WSW,5.63269,rain,0.0,0.0,0.0,0.0,4
38.49312000000001,-90.30648,360.0,3,13,afternoon,23.88888888888889,84.0,1.0015974,9.65604,WSW,5.63269,rain,0.0,0.0,0.0,0.0,3
38.726953,-90.33718,360.0,3,15,afternoon,23.88888888888889,79.0,0.9989238,16.0934,VAR,5.63269,cloudy,0.0,0.0,0.0,0.0,3
38.62299,-90.187679,360.0,3,16,afternoon,22.77777777777778,87.0,1.000929,16.0934,W,5.63269,cloudy,0.0,0.0,0.0,0.0,2
38.61228,-90.21243,360.0,3,17,afternoon,22.77777777777778,87.0,1.000929,16.0934,W,5.63269,cloudy,0.0,0.0,0.0,0.0,2
38.50695,-90.37486,360.0,4,7,morning,21.722222222222214,90.0,1.0015974,16.0934,SE,7.402963999999999,rain,0.0,0.0,0.0,0.0,2
38.5229,-90.40332,360.0,4,8,morning,21.11111111111111,90.0,1.0022658,3.21868,NW,11.104446,rain,0.0,0.0,0.0,0.0,2
38.67002,-90.20585,360.0,4,8,morning,21.11111111111111,90.0,1.0012632,6.43736,E,11.104446,rain,0.0,0.0,0.0,0.0,2
38.61065,-90.3044,360.0,4,9,morning,21.722222222222214,87.0,1.0019316,9.65604,ESE,9.334172,rain,0.0,0.0,0.0,0.0,2
38.61691,-90.240906,360.0,4,10,morning,22.22222222222222,87.0,1.0005948,16.0934,ESE,13.035654,cloudy,0.0,0.0,0.0,0.0,2
38.648412,-90.35362,360.0,4,14,afternoon,27.77777777777778,74.0,0.9979212,14.48406,S,20.438618,rain,0.0,0.0,0.0,0.0,4
38.616918,-90.19109,360.0,4,14,afternoon,26.722222222222214,90.0,0.9982554,6.43736,W,7.402963999999999,rain,0.0,0.0,0.0,0.0,2
38.580349,-90.233549,360.0,4,15,afternoon,26.11111111111111,88.0,0.997587,11.26538,S,7.402963999999999,cloudy,0.0,0.0,0.0,0.0,2
38.54082,-90.296182,360.0,4,15,afternoon,28.88888888888889,79.0,0.997587,16.0934,SSE,9.334172,cloudy,0.0,0.0,0.0,0.0,2
38.65064,-90.35362,360.0,5,5,night,20.611111111111107,87.0,1.0005948,11.26538,NW,24.1401,rain,1.0,1.0,1.0,0.0,2
38.6654,-90.19639,360.0,1,10,morning,24.388888888888893,79.0,1.0052736,16.0934,WNW,9.334172,cloudy,0.0,0.0,0.0,0.0,3
38.55875,-90.26069,360.0,1,11,morning,27.22222222222222,67.0,1.0052736,16.0934,NW,11.104446,clear,0.0,0.0,0.0,0.0,2
38.71207,-90.28335,360.0,1,16,afternoon,31.11111111111111,48.0,1.0012632,16.0934,W,20.438618,cloudy,0.0,0.0,0.0,0.0,2
38.62882000000001,-90.33489,360.0,2,7,morning,26.722222222222214,69.0,1.0002605999999998,16.0934,SW,7.402963999999999,cloudy,0.0,0.0,0.0,0.0,2
38.63108,-90.28998,360.0,2,11,morning,33.27777777777778,50.0,0.9995922,16.0934,SW,9.334172,clear,0.0,0.0,0.0,0.0,3
38.63001,-90.35876,360.0,3,8,morning,31.11111111111111,59.0,0.9982554,16.0934,WSW,25.910374,cloudy,0.0,0.0,0.0,0.0,2
38.611935,-90.2126,360.0,3,12,afternoon,32.77777777777778,57.0,0.9989238,16.0934,VAR,9.334172,cloudy,0.0,0.0,0.0,0.0,4
38.49312000000001,-90.30648,360.0,3,12,afternoon,32.77777777777778,57.0,0.9989238,16.0934,VAR,9.334172,cloudy,0.0,0.0,0.0,0.0,3
38.66268,-90.35651,360.0,3,17,afternoon,36.11111111111112,35.0,0.997587,16.0934,NW,16.737136,cloudy,0.0,0.0,0.0,0.0,2
38.59505,-90.32811,360.0,3,19,evening,30.61111111111111,37.0,0.9985896,16.0934,N,16.737136,clear,0.0,0.0,0.0,0.0,3
38.62975,-90.26192,360.0,4,10,morning,27.22222222222222,52.0,1.004271,16.0934,SW,5.63269,clear,0.0,0.0,0.0,0.0,2
38.63156,-90.3382,360.0,4,11,morning,30.0,48.0,1.004271,16.0934,W,11.104446,cloudy,0.0,0.0,0.0,0.0,3
38.73133,-90.32788,360.0,4,14,afternoon,33.27777777777778,38.0,1.0032683999999998,16.0934,NW,16.737136,cloudy,0.0,0.0,0.0,0.0,3
38.6851,-90.24622,360.0,4,17,afternoon,32.77777777777778,41.0,1.0019316,16.0934,E,9.334172,cloudy,0.0,0.0,0.0,0.0,3
38.69957,-90.26573,360.0,4,17,afternoon,32.77777777777778,41.0,1.0019316,16.0934,E,9.334172,cloudy,0.0,0.0,0.0,0.0,2
38.61236,-90.1975,360.0,6,10,morning,30.61111111111111,63.0,1.004271,16.0934,WSW,13.035654,clear,0.0,0.0,0.0,0.0,2
38.61164,-90.20614,360.0,0,7,morning,26.11111111111111,82.0,1.0049394,16.0934,NNE,9.334172,cloudy,0.0,0.0,0.0,0.0,3
38.60932,-90.203937,360.0,0,7,morning,26.11111111111111,82.0,1.0049394,16.0934,NNE,9.334172,cloudy,0.0,0.0,0.0,0.0,3
38.51743,-90.33701,360.0,0,9,morning,29.38888888888889,63.0,1.0056078,16.0934,NNE,9.334172,clear,0.0,0.0,0.0,0.0,2
38.51405,-90.33686,360.0,0,9,morning,29.38888888888889,63.0,1.0056078,16.0934,NNE,9.334172,clear,0.0,0.0,0.0,0.0,2
38.52453,-90.36101,360.0,1,14,afternoon,30.0,37.0,1.0052736,16.0934,WNW,18.50741,clear,0.0,0.0,0.0,0.0,4
38.52511,-90.35824,360.0,1,14,afternoon,30.0,37.0,1.0052736,16.0934,WNW,18.50741,clear,0.0,0.0,0.0,0.0,4
38.71024,-90.292464,360.0,1,16,afternoon,29.38888888888889,44.0,1.0056078,16.0934,N,16.737136,cloudy,0.0,0.0,0.0,0.0,3
38.61778,-90.19018,360.0,1,17,afternoon,30.61111111111111,37.0,1.0039368,16.0934,NNW,22.208892,clear,0.0,0.0,0.0,0.0,2
38.699566,-90.26573,360.0,1,18,evening,28.277777777777786,41.0,1.0049394,16.0934,N,18.50741,cloudy,0.0,0.0,0.0,0.0,2
38.59428,-90.21557,360.0,2,7,morning,20.611111111111107,45.0,1.0072788,16.0934,ESE,9.334172,clear,0.0,0.0,0.0,0.0,2
38.63108,-90.28998,360.0,2,7,morning,20.611111111111107,45.0,1.0072788,16.0934,ESE,9.334172,clear,0.0,0.0,0.0,0.0,2
38.61656,-90.24292,360.0,2,8,morning,22.22222222222222,38.0,1.0072788,16.0934,ENE,9.334172,clear,0.0,0.0,0.0,0.0,2
38.63583,-90.41069,360.0,2,11,morning,23.277777777777786,40.0,1.0066104,16.0934,ENE,11.104446,cloudy,0.0,0.0,0.0,0.0,3
38.60353,-90.307237,360.0,3,13,afternoon,20.611111111111107,87.0,1.0019316,11.26538,SE,14.805927999999998,rain,0.0,0.0,0.0,0.0,2
38.683222,-90.22987,360.0,3,14,afternoon,21.11111111111111,87.0,1.0012632,11.26538,S,20.438618,rain,0.0,0.0,0.0,0.0,2
38.61236,-90.192529,360.0,3,16,afternoon,25.0,71.0,1.0012632,16.0934,S,7.402963999999999,cloudy,0.0,0.0,0.0,0.0,2
38.60353,-90.30724,360.0,4,5,night,20.611111111111107,87.0,1.0012632,16.0934,N,11.104446,clear,0.0,0.0,0.0,0.0,2
38.71207,-90.28335,360.0,5,12,afternoon,20.0,70.0,1.0069446,14.48406,E,13.035654,rain,0.0,0.0,0.0,0.0,2
38.63478,-90.39457,360.0,5,13,afternoon,18.88888888888889,81.0,1.0066104,6.43736,E,11.104446,rain,0.0,0.0,0.0,0.0,3
38.51226,-90.37019,360.0,5,14,afternoon,19.388888888888893,84.0,1.0062761999999998,16.0934,ESE,13.035654,rain,0.0,0.0,0.0,0.0,3
38.77238,-90.32375,360.0,5,17,afternoon,19.388888888888893,81.0,1.0049394,12.87472,E,14.805927999999998,rain,0.0,0.0,0.0,0.0,3
38.77075,-90.24356,360.0,6,11,morning,18.277777777777786,90.0,1.0015974,11.26538,ESE,18.50741,rain,0.0,0.0,0.0,0.0,2
38.77042,-90.21732,360.0,6,11,morning,19.0,88.0,1.0015974,16.0934,E,14.805927999999998,cloudy,0.0,0.0,0.0,0.0,2
38.76746,-90.20649,360.0,6,11,morning,19.0,88.0,1.0015974,16.0934,E,14.805927999999998,cloudy,0.0,0.0,0.0,0.0,2
38.55269000000001,-90.27159,360.0,6,12,afternoon,19.388888888888893,90.0,1.0012632,14.48406,E,7.402963999999999,cloudy,0.0,0.0,0.0,0.0,3
38.6272,-90.21318,360.0,6,18,evening,22.22222222222222,91.0,0.9985896,4.82802,SE,7.402963999999999,rain,0.0,0.0,0.0,0.0,3
38.63209000000001,-90.23402,360.0,0,7,morning,22.22222222222222,91.0,0.9965844,3.21868,NE,14.805927999999998,cloudy,0.0,0.0,0.0,0.0,3
38.72681,-90.33206,360.0,0,8,morning,21.722222222222214,93.0,0.997587,0.160934,NE,11.104446,mist,0.0,0.0,0.0,0.0,2
38.58191,-90.36248,360.0,0,12,afternoon,24.388888888888893,85.0,0.9979212,14.48406,SSW,5.63269,rain,0.0,0.0,0.0,0.0,2
38.68379,-90.21527,360.0,1,8,morning,26.722222222222214,71.0,0.9995922,16.0934,S,5.63269,cloudy,0.0,0.0,0.0,0.0,2
38.64436,-90.34978,360.0,1,12,afternoon,32.22222222222222,54.0,0.999258,16.0934,WSW,14.805927999999998,cloudy,0.0,0.0,0.0,0.0,2
38.6293,-90.31972,360.0,1,16,afternoon,33.27777777777778,50.0,0.997587,16.0934,SSW,14.805927999999998,cloudy,0.0,0.0,0.0,0.0,3
38.62954000000001,-90.21318,360.0,2,7,morning,27.77777777777778,82.0,0.9989238,12.87472,SSE,7.402963999999999,cloudy,0.0,0.0,0.0,0.0,3
38.59428,-90.21557,360.0,2,10,morning,22.77777777777778,79.0,1.000929,14.48406,NE,37.01482,rain,0.0,0.0,0.0,0.0,2
38.59505,-90.32811,360.0,2,10,morning,22.77777777777778,79.0,1.000929,14.48406,NE,37.01482,rain,0.0,0.0,0.0,0.0,2
38.77103,-90.27457,360.0,2,10,morning,25.0,66.0,0.9989238,16.0934,E,35.244546,cloudy,0.0,0.0,0.0,0.0,3
38.561357,-90.39192,360.0,2,13,afternoon,23.277777777777786,85.0,1.0005948,3.21868,SW,16.737136,rain,0.0,0.0,0.0,0.0,3
38.542161,-90.28739,360.0,2,14,afternoon,23.277777777777786,87.0,0.9985896,16.0934,SSE,9.334172,rain,0.0,0.0,0.0,0.0,2
38.637165,-90.18607,360.0,2,16,afternoon,22.77777777777778,90.0,0.9985896,12.87472,VAR,9.334172,cloudy,0.0,0.0,0.0,0.0,2
38.509055,-90.34884,360.0,2,17,afternoon,23.88888888888889,84.0,0.995916,16.0934,SSW,20.438618,cloudy,0.0,0.0,0.0,0.0,3
38.508705,-90.348869,360.0,2,18,evening,24.388888888888893,85.0,0.997587,16.0934,NW,13.035654,cloudy,0.0,0.0,0.0,0.0,2
38.66268,-90.35651,360.0,2,18,evening,25.611111111111107,79.0,0.9962502,16.0934,N,14.805927999999998,cloudy,0.0,0.0,0.0,0.0,2
38.5229,-90.40332,360.0,3,9,morning,26.11111111111111,82.0,0.9989238,16.0934,VAR,7.402963999999999,thunderstorm,0.0,0.0,0.0,0.0,2
38.69957,-90.26573,360.0,3,10,morning,23.277777777777786,91.0,0.9989238,9.65604,S,16.737136,rain,0.0,0.0,0.0,0.0,3
38.62987,-90.33811,360.0,3,11,morning,23.88888888888889,84.0,0.9985896,16.0934,SSE,18.50741,rain,0.0,0.0,0.0,0.0,2
38.61819000000001,-90.28752,360.0,3,12,afternoon,22.77777777777778,90.0,0.9985896,16.0934,SE,5.63269,rain,0.0,0.0,0.0,0.0,3
38.5442,-90.30266,360.0,3,16,afternoon,30.0,59.0,0.995916,16.0934,SW,13.035654,clear,0.0,0.0,0.0,0.0,3
38.636613,-90.18611,360.0,3,18,evening,30.0,63.0,0.9965844,16.0934,S,9.334172,clear,0.0,0.0,0.0,0.0,3
38.68338,-90.23109,360.0,4,8,morning,27.22222222222222,72.0,0.9985896,16.0934,WNW,18.50741,cloudy,0.0,0.0,0.0,0.0,2
38.67734,-90.36224,360.0,4,8,morning,27.22222222222222,72.0,0.9985896,16.0934,WNW,18.50741,cloudy,0.0,0.0,0.0,0.0,2
38.69784,-90.24339,360.0,4,11,morning,30.0,65.0,0.9989238,16.0934,WNW,13.035654,cloudy,0.0,0.0,0.0,0.0,4
38.644198,-90.186765,360.0,4,15,afternoon,32.22222222222222,54.0,0.9989238,16.0934,W,9.334172,cloudy,0.0,0.0,0.0,0.0,2
38.57567,-90.23638,360.0,4,17,afternoon,33.27777777777778,42.0,0.9989238,16.0934,NNW,16.737136,cloudy,0.0,0.0,0.0,0.0,3
38.68296,-90.25445,360.0,6,4,night,22.77777777777778,79.0,1.0026,16.0934,ESE,13.035654,cloudy,1.0,1.0,0.0,0.0,4
38.61876,-90.18562,360.0,6,6,morning,21.722222222222214,81.0,1.0036026,16.0934,SE,11.104446,cloudy,0.0,0.0,0.0,0.0,3
38.72097,-90.31624,360.0,6,8,morning,25.611111111111107,68.0,1.0036026,16.0934,ESE,16.737136,cloudy,0.0,0.0,0.0,0.0,2
38.68338,-90.23109,360.0,6,8,morning,25.611111111111107,68.0,1.0036026,16.0934,ESE,16.737136,cloudy,0.0,0.0,0.0,0.0,2
38.77126,-90.2755,360.0,0,6,morning,25.611111111111107,79.0,1.000929,16.0934,SSE,11.104446,cloudy,0.0,0.0,0.0,0.0,2
38.56192,-90.24243,360.0,0,8,morning,27.77777777777778,74.0,1.0019316,16.0934,SSE,11.104446,clear,0.0,0.0,0.0,0.0,2
38.5229,-90.40332,360.0,1,8,morning,25.0,76.0,1.0019316,4.02335,NW,31.543064,rain,0.0,0.0,0.0,0.0,2
38.65342,-90.19453,360.0,1,13,afternoon,28.88888888888889,53.0,0.9982554,16.0934,S,16.737136,cloudy,0.0,0.0,0.0,0.0,2
38.61789,-90.281518,360.0,1,15,afternoon,29.38888888888889,63.0,0.9985896,16.0934,S,11.104446,clear,0.0,0.0,0.0,0.0,2
38.56577,-90.39192,360.0,1,16,afternoon,30.0,55.0,0.9979212,16.0934,S,16.737136,cloudy,0.0,0.0,0.0,0.0,2
38.70488,-90.269401,360.0,2,1,night,26.722222222222214,79.0,1.0002605999999998,16.0934,S,9.334172,cloudy,1.0,1.0,1.0,1.0,2
38.70248,-90.2671,360.0,2,3,night,27.22222222222222,74.0,0.999258,16.0934,S,13.035654,cloudy,1.0,1.0,1.0,1.0,2
38.62871,-90.32306,360.0,3,19,evening,26.11111111111111,64.0,1.0002605999999998,16.0934,S,7.402963999999999,cloudy,0.0,0.0,0.0,0.0,2
38.63196,-90.28694,360.0,3,20,evening,22.77777777777778,81.0,1.0015974,16.0934,SSE,5.63269,cloudy,0.0,0.0,0.0,0.0,2
38.76755900000001,-90.163683,360.0,0,10,morning,31.72222222222222,63.0,1.0086156,16.0934,WNW,13.035654,cloudy,0.0,0.0,0.0,0.0,2
38.726837,-90.33718,360.0,0,16,afternoon,33.888888888888886,49.0,1.0066104,16.0934,VAR,11.104446,cloudy,0.0,0.0,0.0,0.0,2
38.74631,-90.338611,360.0,0,16,afternoon,33.888888888888886,49.0,1.0066104,16.0934,VAR,11.104446,cloudy,0.0,0.0,0.0,0.0,2
38.65064,-90.35362,360.0,0,22,evening,28.88888888888889,69.0,1.0069446,16.0934,E,9.334172,cloudy,1.0,1.0,1.0,0.0,3
38.682898,-90.21963,360.0,1,16,afternoon,35.0,41.0,1.0066104,16.0934,VAR,9.334172,cloudy,0.0,0.0,0.0,0.0,3
38.58191,-90.36248,360.0,1,21,evening,22.77777777777778,87.0,1.0099524,11.26538,N,44.417784000000005,rain,1.0,1.0,1.0,0.0,3
38.628556,-90.313075,360.0,2,7,morning,23.88888888888889,84.0,1.0102866,16.0934,E,11.104446,cloudy,0.0,0.0,0.0,0.0,2
38.77064,-90.23477,360.0,2,10,morning,25.0,82.0,1.0092839999999998,16.0934,SSE,13.035654,rain,0.0,0.0,0.0,0.0,2
38.76748,-90.19982,360.0,2,10,morning,25.0,82.0,1.0092839999999998,16.0934,SSE,13.035654,rain,0.0,0.0,0.0,0.0,3
38.59487,-90.32355,360.0,3,10,morning,30.0,72.0,1.0062761999999998,16.0934,VAR,5.63269,clear,0.0,0.0,0.0,0.0,2
38.63001,-90.35876,360.0,3,17,afternoon,36.72222222222222,48.0,1.0022658,16.0934,WSW,14.805927999999998,cloudy,0.0,0.0,0.0,0.0,2
38.62987,-90.34754,360.0,3,17,afternoon,36.11111111111112,47.0,1.0019316,16.0934,WSW,18.50741,cloudy,0.0,0.0,0.0,0.0,3
38.683,-90.22575,360.0,4,11,morning,26.11111111111111,77.0,1.0032683999999998,16.0934,SSW,7.402963999999999,cloudy,0.0,0.0,0.0,0.0,2
38.71612,-90.29956,360.0,4,12,afternoon,26.11111111111111,77.0,1.0032683999999998,16.0934,SSW,7.402963999999999,cloudy,0.0,0.0,0.0,0.0,2
38.73133,-90.33197,360.0,5,9,morning,30.61111111111111,59.0,1.0012632,16.0934,SSW,7.402963999999999,cloudy,0.0,0.0,0.0,0.0,3
38.61899,-90.18863,360.0,6,8,morning,27.77777777777778,82.0,1.0005948,14.48406,S,5.63269,clear,0.0,0.0,0.0,0.0,3
38.64017,-90.18842,360.0,6,11,morning,33.888888888888886,56.0,1.0005948,16.0934,S,7.402963999999999,clear,0.0,0.0,0.0,0.0,2
38.73133,-90.33197,360.0,0,7,morning,24.388888888888893,87.0,1.0012632,16.0934,W,11.104446,cloudy,0.0,0.0,0.0,0.0,2
38.621586,-90.18927,360.0,0,12,afternoon,28.277777777777786,74.0,1.0029342,16.0934,N,11.104446,cloudy,0.0,0.0,0.0,0.0,2
38.51427,-90.34884,360.0,0,14,afternoon,30.61111111111111,63.0,1.0015974,16.0934,N,9.334172,cloudy,0.0,0.0,0.0,0.0,3
38.683222,-90.22987,360.0,0,17,afternoon,30.61111111111111,67.0,1.0005948,16.0934,NNW,18.50741,cloudy,0.0,0.0,0.0,0.0,2
38.71793,-90.33284,360.0,1,6,morning,25.611111111111107,81.0,1.0039368,16.0934,NNE,9.334172,cloudy,0.0,0.0,0.0,0.0,3
38.5229,-90.40332,360.0,1,8,morning,26.722222222222214,81.0,1.0036026,16.0934,N,5.63269,cloudy,0.0,0.0,0.0,0.0,2
38.62053,-90.26632,360.0,1,8,morning,26.722222222222214,81.0,1.0032683999999998,16.0934,NNE,7.402963999999999,cloudy,0.0,0.0,0.0,0.0,2
38.7029,-90.33556,360.0,2,11,morning,30.61111111111111,61.0,1.0012632,16.0934,VAR,5.63269,cloudy,0.0,0.0,0.0,0.0,3
38.6293,-90.31972,360.0,3,13,afternoon,32.22222222222222,54.0,0.9979212,16.0934,NW,16.737136,cloudy,0.0,0.0,0.0,0.0,2
38.63291,-90.30299,360.0,4,8,morning,25.0,76.0,1.0005948,16.0934,N,11.104446,cloudy,0.0,0.0,0.0,0.0,2
38.70447,-90.2671,360.0,4,16,afternoon,30.0,57.0,0.9985896,16.0934,NNW,13.035654,cloudy,0.0,0.0,0.0,0.0,2
38.77098,-90.26489,360.0,4,17,afternoon,30.0,57.0,0.9985896,16.0934,NNW,13.035654,cloudy,0.0,0.0,0.0,0.0,3
38.56577,-90.39192,360.0,4,19,evening,27.77777777777778,58.0,0.9989238,16.0934,NNW,13.035654,cloudy,0.0,0.0,0.0,0.0,2
38.59505,-90.32811,360.0,0,8,morning,23.277777777777786,87.0,1.0032683999999998,16.0934,E,5.63269,cloudy,0.0,0.0,0.0,0.0,3
38.53123,-90.30991,360.0,0,12,afternoon,28.88888888888889,58.0,1.0049394,16.0934,N,7.402963999999999,cloudy,0.0,0.0,0.0,0.0,2
38.70238,-90.45066,360.0,4,17,afternoon,-0.6111111111111119,61.0,1.0049394,16.0934,WSW,9.334172,cloudy,1.0,0.0,0.0,0.0,2
38.69399,-90.4455,360.0,4,17,afternoon,-0.6111111111111119,61.0,1.0049394,16.0934,WSW,9.334172,cloudy,1.0,0.0,0.0,0.0,3
38.63809000000001,-90.43935,360.0,0,7,morning,-2.2222222222222223,78.0,1.0062761999999998,16.0934,SSW,9.334172,cloudy,0.0,0.0,0.0,0.0,3
38.65844,-90.44824,360.0,0,11,morning,6.111111111111111,56.0,1.0046052,16.0934,S,9.334172,cloudy,0.0,0.0,0.0,0.0,3
38.63866,-90.4853,360.0,1,12,afternoon,10.0,43.0,1.0012632,16.0934,WNW,18.50741,cloudy,0.0,0.0,0.0,0.0,2
38.65812,-90.50225,360.0,2,20,evening,3.277777777777777,60.0,1.0122918,16.0934,NW,9.334172,cloudy,1.0,1.0,1.0,1.0,2
38.69924,-90.45596,360.0,4,16,afternoon,0.6111111111111119,32.0,1.0219836,16.0934,NW,7.402963999999999,cloudy,0.0,0.0,0.0,0.0,2
38.59802,-90.45076,360.0,0,16,afternoon,16.72222222222222,70.0,0.9939108,16.0934,S,13.035654,cloudy,0.0,0.0,0.0,0.0,2
38.57852000000001,-90.44839,360.0,2,8,morning,1.1111111111111112,67.0,1.0005948,16.0934,NNW,16.737136,cloudy,0.0,0.0,0.0,0.0,3
38.70659000000001,-90.50732,360.0,3,18,evening,-1.722222222222223,43.0,1.0166364,16.0934,SSW,11.104446,cloudy,1.0,1.0,0.0,0.0,3
38.68291,-90.22756,360.0,4,8,morning,0.0,66.0,1.0052736,16.0934,W,22.208892,cloudy,0.0,0.0,0.0,0.0,2
38.71207,-90.28335,360.0,5,6,morning,0.6111111111111119,70.0,1.0015974,16.0934,WNW,22.208892,cloudy,1.0,1.0,0.0,0.0,2
38.75226,-90.2394,360.0,0,7,morning,-2.2222222222222223,78.0,1.0062761999999998,16.0934,SSW,9.334172,cloudy,0.0,0.0,0.0,0.0,2
38.772126,-90.292954,360.0,0,18,evening,10.0,52.0,0.9972528,16.0934,S,13.035654,cloudy,1.0,1.0,0.0,0.0,2
38.73308,-90.34333,360.0,0,19,evening,10.61111111111111,44.0,0.995916,16.0934,WSW,16.737136,cloudy,1.0,1.0,1.0,1.0,2
38.77238,-90.31169,360.0,1,7,morning,7.222222222222222,49.0,0.9999264,16.0934,WNW,20.438618,cloudy,0.0,0.0,0.0,0.0,2
38.63001,-90.35876,360.0,1,7,morning,7.222222222222222,49.0,1.0002605999999998,16.0934,WNW,27.841582,cloudy,0.0,0.0,0.0,0.0,2
38.76752000000001,-90.18033,360.0,1,16,afternoon,8.88888888888889,46.0,1.0022658,16.0934,N,7.402963999999999,cloudy,0.0,0.0,0.0,0.0,2
38.71418,-90.3322,360.0,1,16,afternoon,8.88888888888889,46.0,1.0022658,16.0934,N,7.402963999999999,cloudy,0.0,0.0,0.0,0.0,3
38.68296,-90.24078,360.0,2,6,morning,4.388888888888888,63.0,1.0062761999999998,16.0934,NE,7.402963999999999,cloudy,1.0,0.0,0.0,0.0,2
38.77238,-90.31169,360.0,2,6,morning,4.388888888888888,63.0,1.0062761999999998,16.0934,NE,7.402963999999999,cloudy,1.0,0.0,0.0,0.0,2
38.64306,-90.3452,360.0,2,10,morning,6.111111111111111,56.0,1.0086156,16.0934,NNW,7.402963999999999,cloudy,0.0,0.0,0.0,0.0,3
38.50297,-90.33919,360.0,2,11,morning,7.777777777777778,44.0,1.0082814,16.0934,NNW,13.035654,clear,0.0,0.0,0.0,0.0,3
38.6293,-90.31972,360.0,2,20,evening,3.277777777777777,60.0,1.0122918,16.0934,NW,9.334172,cloudy,1.0,1.0,1.0,1.0,3
38.75382000000001,-90.33769,360.0,3,7,morning,-2.7777777777777777,61.0,1.0196442,16.0934,NNE,13.035654,cloudy,0.0,0.0,0.0,0.0,2
38.67167,-90.36081,360.0,3,7,morning,-2.7777777777777777,61.0,1.0196442,16.0934,NNE,13.035654,cloudy,0.0,0.0,0.0,0.0,2
38.63583,-90.41069,360.0,3,8,morning,-2.7777777777777777,61.0,1.0196442,16.0934,NNE,13.035654,cloudy,0.0,0.0,0.0,0.0,2
38.51427,-90.36732,360.0,3,15,afternoon,2.2222222222222223,33.0,1.0173048,16.0934,N,16.737136,clear,0.0,0.0,0.0,0.0,2
38.62975,-90.26192,360.0,3,16,afternoon,1.722222222222223,34.0,1.0173048,16.0934,NE,11.104446,clear,0.0,0.0,0.0,0.0,2
38.5442,-90.30262,360.0,3,23,evening,-3.277777777777777,53.0,1.0169705999999998,16.0934,N,9.334172,clear,1.0,1.0,1.0,1.0,3
38.5229,-90.40332,360.0,4,6,morning,-3.888888888888889,53.0,1.0199783999999998,16.0934,N,14.805927999999998,clear,1.0,0.0,0.0,0.0,3
38.71612,-90.29956,360.0,4,16,afternoon,1.722222222222223,28.0,1.0216494,16.0934,NNW,7.402963999999999,cloudy,0.0,0.0,0.0,0.0,2
38.63465,-90.34445,360.0,4,17,afternoon,-0.6111111111111119,37.0,1.0219836,16.0934,NW,5.63269,cloudy,1.0,0.0,0.0,0.0,2
38.7029,-90.33556,360.0,4,19,evening,-1.1111111111111112,40.0,1.0223178,16.0934,NNE,5.63269,cloudy,1.0,1.0,1.0,1.0,3
38.67489000000001,-90.20315,360.0,0,10,morning,10.61111111111111,83.0,0.9999264,9.65604,S,13.035654,rain,0.0,0.0,0.0,0.0,3
38.619066,-90.1867,360.0,0,14,afternoon,16.11111111111111,70.0,0.9952476,16.0934,S,14.805927999999998,cloudy,0.0,0.0,0.0,0.0,2
38.61897,-90.184248,360.0,0,14,afternoon,16.11111111111111,70.0,0.9952476,16.0934,S,14.805927999999998,cloudy,0.0,0.0,0.0,0.0,2
38.49907,-90.337241,360.0,0,16,afternoon,16.0,72.0,0.9939108,16.0934,S,14.805927999999998,cloudy,0.0,0.0,0.0,0.0,3
38.61393,-90.217059,360.0,0,17,afternoon,15.61111111111111,75.0,0.9939108,16.0934,S,18.50741,cloudy,0.0,0.0,0.0,0.0,2
38.71207,-90.28335,360.0,0,23,evening,16.72222222222222,84.0,0.9888978,16.0934,S,13.035654,cloudy,1.0,1.0,1.0,1.0,2
38.71207,-90.28335,360.0,1,7,morning,17.22222222222222,67.0,0.9835506,11.26538,S,38.946028,rain,0.0,0.0,0.0,0.0,3
38.5016,-90.32228,360.0,1,7,morning,15.61111111111111,75.0,0.9848874,16.0934,SSW,18.50741,rain,0.0,0.0,0.0,0.0,3
38.639222,-90.343942,360.0,1,9,morning,16.11111111111111,67.0,0.9848874,16.0934,SW,16.737136,cloudy,0.0,0.0,0.0,0.0,2
38.671807,-90.357777,362.3333333333333,1,16,afternoon,15.0,58.0,0.989232,16.0934,WNW,29.611856,cloudy,0.0,0.0,0.0,0.0,4
38.671807,-90.357777,363.65,1,16,afternoon,15.0,58.0,0.989232,16.0934,WNW,29.611856,cloudy,0.0,0.0,0.0,0.0,4
38.671807,-90.357777,383.26666666666665,1,16,afternoon,15.0,58.0,0.989232,16.0934,WNW,29.611856,cloudy,0.0,0.0,0.0,0.0,4
